OBJECTID,mde6digt,mde6name,mde8digt,mde8name,dnr12dig,straname,hua14,hua11,hua8,cbi
"1488","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050051",UPPER POTOMAC,"02070002020117","02070002020","02070002",0.000000000000000
"1489","021308",GUNPOWDER RIVER,"02130802",Lower Gunpowder Falls,"021308020297",UPPER WESTERN SHORE,"02060003120185","02060003120","02060003",2.477778000000000
"1490","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050302",UPPER WESTERN SHORE,"02060003120226","02060003120","02060003",3.366667000000000
"1491","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050052",UPPER POTOMAC,"02070002080184","02070002080","02070002",0.000000000000000
"1492","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961069",NOT A STRATEGY SHED,"02060003040027","02060003040","02060003",0.000000000000000
"1493","021308",GUNPOWDER RIVER,"02130805",Loch Raven Reservoir,"021308050300",UPPER WESTERN SHORE,"02060003120184","02060003120","02060003",1.444444000000000
"1494","021306",ELK RIVER,"02130602",Bohemia River,"021306020366",UPPER EASTERN SHORE,"02060002100135","02060002100","02060002",2.119048000000000
"1495","021306",ELK RIVER,"02130602",Bohemia River,"021306020364",UPPER EASTERN SHORE,"02060002100137","02060002100","02060002",0.000000000000000
"1496","021308",GUNPOWDER RIVER,"02130801",Gunpowder River,"021308010293",UPPER WESTERN SHORE,"02060003140289","02060003140","02060003",1.857143000000000
"1497","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020238",UPPER POTOMAC,"02070009070276","02070009070","02070009",3.244792000000000
"1498","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071053",PATAPSCO/BACK,"02060003150311","02060003150","02060003",4.166667000000000
"1499","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050049",UPPER POTOMAC,"02070002020115","02070002020","02070002",2.906250000000000
"1500","021307",BUSH RIVER,"02130702",Lower Winters Run,"021307021130",UPPER WESTERN SHORE,"02060003040079","02060003040","02060003",3.366667000000000
"1501","050202",YOUGHIOGHENY RIVER,"05020202",Little Youghiogheny R,"050202020026",NOT A STRATEGY SHED,"05020006010128","05020006010","05020006",2.750000000000000
"1502","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020190",UPPER POTOMAC,"02070004440527","02070004440","02070004",1.750000000000000
"1503","021307",BUSH RIVER,"02130705",Aberdeen Proving Ground,"021307051125",UPPER WESTERN SHORE,"02060003040027","02060003040","02060003",1.928571000000000
"1504","021306",ELK RIVER,"02130601",Lower Elk River,"021306010359",UPPER EASTERN SHORE,"02060002100139","02060002100","02060002",0.000000000000000
"1505","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050048",UPPER POTOMAC,"02070002020114","02070002020","02070002",1.750000000000000
"1506","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020189",UPPER POTOMAC,"02070004440528","02070004440","02070004",3.381944000000000
"1507","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010007",NOT A STRATEGY SHED,"05020006010103","05020006010","05020006",0.000000000000000
"1508","021307",BUSH RIVER,"02130701",Bush River,"021307011127",UPPER WESTERN SHORE,"02060003040029","02060003040","02060003",2.261905000000000
"1509","021309",PATAPSCO RIVER,"02130905",Gwynns Falls,"021309051045",PATAPSCO/BACK,"02060003150331","02060003150","02060003",3.037037000000000
"1510","021308",GUNPOWDER RIVER,"02130802",Lower Gunpowder Falls,"021308020296",UPPER WESTERN SHORE,"02060003120186","02060003120","02060003",3.833333000000000
"1511","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061018",PATAPSCO/BACK,"02060003150320","02060003150","02060003",3.000000000000000
"1512","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050216",UPPER POTOMAC,"02070008010032","02070008010","02070008",2.500000000000000
"1513","050202",YOUGHIOGHENY RIVER,"05020202",Little Youghiogheny R,"050202020025",NOT A STRATEGY SHED,"05020006010126","05020006010","05020006",2.857143000000000
"1514","050202",YOUGHIOGHENY RIVER,"05020202",Little Youghiogheny R,"050202010006",NOT A STRATEGY SHED,"05020006010130","05020006010","05020006",2.000000000000000
"1515","021303",NANTICOKE RIVER,"02130305",Nanticoke River,"021303050585",LOWER EASTERN SHORE,"02060008070152","02060008070","02060008",0.000000000000000
"1516","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020233",UPPER POTOMAC,"02070009060210","02070009060","02070009",2.173611000000000
"1517","021309",PATAPSCO RIVER,"02130904",Jones Falls,"021309041036",PATAPSCO/BACK,"02060003150251","02060003150","02060003",3.262500000000000
"1518","021307",BUSH RIVER,"02130701",Bush River,"021307011128",UPPER WESTERN SHORE,"02060003040028","02060003040","02060003",2.309524000000000
"1519","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961070",NOT A STRATEGY SHED,"02060002100133","02060002100","02060002",0.000000000000000
"1520","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071049",PATAPSCO/BACK,"02060003150313","02060003150","02060003",4.361111000000000
"1521","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010005",NOT A STRATEGY SHED,"05020006010102","05020006010","05020006",2.325000000000000
"1522","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081023",PATAPSCO/BACK,"02060003160376","02060003160","02060003",3.291667000000000
"1523","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081031",PATAPSCO/BACK,"02060003160351","02060003160","02060003",3.416667000000000
"1524","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050215",UPPER POTOMAC,"02070008010031","02070008010","02070008",2.010417000000000
"1525","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050047",UPPER POTOMAC,"02070002020113","02070002020","02070002",2.750000000000000
"1526","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050046",UPPER POTOMAC,"02070002020112","02070002020","02070002",3.303571000000000
"1527","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050214",UPPER POTOMAC,"02070008010036","02070008010","02070008",2.854167000000000
"1528","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020235",UPPER POTOMAC,"02070009070278","02070009070","02070009",3.446429000000000
"1529","050202",YOUGHIOGHENY RIVER,"05020202",Little Youghiogheny R,"050202020004",NOT A STRATEGY SHED,"05020006010127","05020006010","05020006",2.333333000000000
"1530","021309",PATAPSCO RIVER,"02130904",Jones Falls,"021309041037",PATAPSCO/BACK,"02060003150252","02060003150","02060003",0.000000000000000
"1531","021405",UPPER POTOMAC RIVER,"02140502",Antietam Creek,"021405020187",UPPER POTOMAC,"02070004440456","02070004440","02070004",3.958333000000000
"1532","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961071",NOT A STRATEGY SHED,"02060002100139","02060002100","02060002",0.000000000000000
"1533","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020232",UPPER POTOMAC,"02070009070286","02070009070","02070009",2.583333000000000
"1534","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961073",NOT A STRATEGY SHED,"02060002100146","02060002100","02060002",0.000000000000000
"1535","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020234",UPPER POTOMAC,"02070009070283","02070009070","02070009",3.562500000000000
"1536","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081030",PATAPSCO/BACK,"02060003160352","02060003160","02060003",4.055556000000000
"1537","021309",PATAPSCO RIVER,"02130907",Liberty Reservoir,"021309071046",PATAPSCO/BACK,"02060003150317","02060003150","02060003",3.291667000000000
"1538","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020230",UPPER POTOMAC,"02070009080301","02070009080","02070009",3.027778000000000
"1539","021306",ELK RIVER,"02130610",Sassafras River,"021306100358",UPPER EASTERN SHORE,"02060002100140","02060002100","02060002",3.797619000000000
"1540","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081029",PATAPSCO/BACK,"02060003160353","02060003160","02060003",4.166667000000000
"1541","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081026",PATAPSCO/BACK,"02060003160357","02060003160","02060003",3.791667000000000
"1542","021403",MIDDLE POTOMAC RIVER,"02140301",Potomac River FR Cnty,"021403010207",UPPER POTOMAC,"02070008010001","02070008010","02070008",3.107143000000000
"1543","021405",UPPER POTOMAC RIVER,"02140501",Potomac River WA Cnty,"021405010167",UPPER POTOMAC,"02070004440551","02070004440","02070004",2.619792000000000
"1544","021306",ELK RIVER,"02130610",Sassafras River,"021306100356",UPPER EASTERN SHORE,"02060002100143","02060002100","02060002",0.000000000000000
"1545","021309",PATAPSCO RIVER,"02130901",Back River,"021309011042",PATAPSCO/BACK,"02060003140280","02060003140","02060003",1.770833000000000
"1546","021308",GUNPOWDER RIVER,"02130803",Bird River,"021308030295",UPPER WESTERN SHORE,"02060003140286","02060003140","02060003",2.404762000000000
"1547","021306",ELK RIVER,"02130610",Sassafras River,"021306100357",UPPER EASTERN SHORE,"02060002100142","02060002100","02060002",2.785714000000000
"1548","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050213",UPPER POTOMAC,"02070008010035","02070008010","02070008",3.263889000000000
"1549","021309",PATAPSCO RIVER,"02130905",Gwynns Falls,"021309051044",PATAPSCO/BACK,"02060003150332","02060003150","02060003",2.272727000000000
"1550","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961072",NOT A STRATEGY SHED,"02060002100145","02060002100","02060002",0.000000000000000
"1551","050202",YOUGHIOGHENY RIVER,"05020202",Little Youghiogheny R,"050202020003",NOT A STRATEGY SHED,"05020006010129","05020006010","05020006",2.406250000000000
"1552","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081022",PATAPSCO/BACK,"02060003160359","02060003160","02060003",3.944444000000000
"1553","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050045",UPPER POTOMAC,"02070002020111","02070002020","02070002",2.875000000000000
"1554","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081024",PATAPSCO/BACK,"02060003160377","02060003160","02060003",2.416667000000000
"1555","021309",PATAPSCO RIVER,"02130904",Jones Falls,"021309041034",PATAPSCO/BACK,"02060003150277","02060003150","02060003",1.583333000000000
"1556","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020231",UPPER POTOMAC,"02070009080302","02070009080","02070009",3.750000000000000
"1557","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010002",NOT A STRATEGY SHED,"05020006010101","05020006010","05020006",2.847222000000000
"1558","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961075",NOT A STRATEGY SHED,"02060003040028","02060003040","02060003",0.000000000000000
"1559","021308",GUNPOWDER RIVER,"02130803",Bird River,"021308030294",UPPER WESTERN SHORE,"02060003140287","02060003140","02060003",0.000000000000000
"1560","021306",ELK RIVER,"02130610",Sassafras River,"021306100354",UPPER EASTERN SHORE,"02060002100145","02060002100","02060002",0.000000000000000
"1561","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061019",PATAPSCO/BACK,"02060003150319","02060003150","02060003",3.062500000000000
"1562","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020229",UPPER POTOMAC,"02070009080305","02070009080","02070009",2.735577000000000
"1563","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050043",UPPER POTOMAC,"02070002020109","02070002020","02070002",2.250000000000000
"1564","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081025",PATAPSCO/BACK,"02060003160358","02060003160","02060003",4.045455000000000
"1565","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961074",NOT A STRATEGY SHED,"02060002180326","02060002180","02060002",0.000000000000000
"1566","021309",PATAPSCO RIVER,"02130904",Jones Falls,"021309041035",PATAPSCO/BACK,"02060003150276","02060003150","02060003",0.000000000000000
"1567","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020228",UPPER POTOMAC,"02070009080303","02070009080","02070009",3.385417000000000
"1568","021309",PATAPSCO RIVER,"02130901",Back River,"021309011039",PATAPSCO/BACK,"02060003140284","02060003140","02060003",1.769841000000000
"1569","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081021",PATAPSCO/BACK,"02060003160378","02060003160","02060003",3.708333000000000
"1570","021306",ELK RIVER,"02130610",Sassafras River,"021306100353",UPPER EASTERN SHORE,"02060002100146","02060002100","02060002",0.000000000000000
"1571","021308",GUNPOWDER RIVER,"02130801",Gunpowder River,"021308010292",UPPER WESTERN SHORE,"02060003140288","02060003140","02060003",0.000000000000000
"1572","021311",PATUXENT RIVER,"02131101",Patuxent River lower,"021311010870",PATUXENT,"02060004010038","02060004010","02060004",3.571429000000000
"1573","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081028",PATAPSCO/BACK,"02060003160354","02060003160","02060003",3.366667000000000
"1574","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020227",UPPER POTOMAC,"02070009080306","02070009080","02070009",2.233333000000000
"1575","021306",ELK RIVER,"02130611",Stillpond-Fairlee,"021306110352",UPPER EASTERN SHORE,"02060002180326","02060002180","02060002",2.809524000000000
"1576","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080972",PATUXENT,"02060006020027","02060006020","02060006",0.000000000000000
"1577","021403",MIDDLE POTOMAC RIVER,"02140301",Potomac River FR Cnty,"021403010208",UPPER POTOMAC,"02070008010037","02070008010","02070008",2.138889000000000
"1578","021306",ELK RIVER,"02130610",Sassafras River,"021306100355",UPPER EASTERN SHORE,"02060002100144","02060002100","02060002",3.523810000000000
"1579","021309",PATAPSCO RIVER,"02130901",Back River,"021309011040",PATAPSCO/BACK,"02060003140282","02060003140","02060003",2.080357000000000
"1580","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081020",PATAPSCO/BACK,"02060003160361","02060003160","02060003",3.933333000000000
"1581","021403",MIDDLE POTOMAC RIVER,"02140301",Potomac River FR Cnty,"021403010211",UPPER POTOMAC,"02070008020052","02070008020","02070008",1.961806000000000
"1582","021309",PATAPSCO RIVER,"02130904",Jones Falls,"021309041033",PATAPSCO/BACK,"02060003150278","02060003150","02060003",1.333333000000000
"1583","021305",CHESTER RIVER,"02130504",Kent Narrows,"021305040431",UPPER EASTERN SHORE,"02060002180342","02060002180","02060002",0.000000000000000
"1584","021403",MIDDLE POTOMAC RIVER,"02140305",Catoctin Creek,"021403050212",UPPER POTOMAC,"02070008010038","02070008010","02070008",3.083333000000000
"1585","021309",PATAPSCO RIVER,"02130908",S Branch Patapsco,"021309081027",PATAPSCO/BACK,"02060003160355","02060003160","02060003",3.500000000000000
"1586","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050044",UPPER POTOMAC,"02070002020110","02070002020","02070002",3.750000000000000
"1587","021402",WASHINGTON METROPOLITAN,"02140206",Rock Creek,"021402060831",MIDDLE POTOMAC,"02070010020106","02070010020","02070010",2.666667000000000
"1588","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050042",UPPER POTOMAC,"02070002020108","02070002020","02070002",0.000000000000000
"1589","021309",PATAPSCO RIVER,"02130901",Back River,"021309011041",PATAPSCO/BACK,"02060003140281","02060003140","02060003",1.833333000000000
"1590","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961076",NOT A STRATEGY SHED,"02060002180328","02060002180","02060002",0.000000000000000
"1591","021402",WASHINGTON METROPOLITAN,"02140205",Anacostia River,"021402050821",NOT A STRATEGY SHED,"02070010030129","02070010030","02070010",1.500000000000000
"1592","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020226",UPPER POTOMAC,"02070009080326","02070009080","02070009",3.187500000000000
"1593","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080969",PATUXENT,"02060006020001","02060006020","02060006",4.166667000000000
"1594","021403",MIDDLE POTOMAC RIVER,"02140301",Potomac River FR Cnty,"021403010206",UPPER POTOMAC,"02070008010002","02070008010","02070008",0.000000000000000
"1595","021308",GUNPOWDER RIVER,"02130807",Middle River - Browns,"021308070291",UPPER WESTERN SHORE,"02060003140285","02060003140","02060003",0.000000000000000
"1596","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080970",PATUXENT,"02060006020002","02060006020","02060006",3.750000000000000
"1597","050202",YOUGHIOGHENY RIVER,"05020201",Youghiogheny River,"050202010001",NOT A STRATEGY SHED,"05020006010100","05020006010","05020006",2.562500000000000
"1598","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961077",NOT A STRATEGY SHED,"02060003040030","02060003040","02060003",0.000000000000000
"1599","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080971",PATUXENT,"02060006020026","02060006020","02060006",0.000000000000000
"1600","021309",PATAPSCO RIVER,"02130905",Gwynns Falls,"021309051043",PATAPSCO/BACK,"02060003150333","02060003150","02060003",2.750000000000000
"1601","021307",BUSH RIVER,"02130705",Aberdeen Proving Ground,"021307051124",UPPER WESTERN SHORE,"02060003040030","02060003040","02060003",0.000000000000000
"1602","021309",PATAPSCO RIVER,"02130903",Baltimore Harbor,"021309031010",PATAPSCO/BACK,"02060003180403","02060003180","02060003",1.452381000000000
"1603","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080973",PATUXENT,"02060006020028","02060006020","02060006",0.000000000000000
"1604","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060964",PATUXENT,"02060006010051","02060006010","02060006",3.666667000000000
"1605","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020224",UPPER POTOMAC,"02070009080330","02070009080","02070009",3.041667000000000
"1606","021306",ELK RIVER,"02130611",Stillpond-Fairlee,"021306110350",UPPER EASTERN SHORE,"02060002180328","02060002180","02060002",0.000000000000000
"1607","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050041",UPPER POTOMAC,"02070002020107","02070002020","02070002",2.875000000000000
"1608","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060965",PATUXENT,"02060006010052","02060006010","02060006",2.416667000000000
"1609","021305",CHESTER RIVER,"02130509",Middle Chester River,"021305090415",UPPER EASTERN SHORE,"02060002150204","02060002150","02060002",3.392857000000000
"1610","021309",PATAPSCO RIVER,"02130904",Jones Falls,"021309041032",PATAPSCO/BACK,"02060003150279","02060003150","02060003",3.000000000000000
"1611","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100423",UPPER EASTERN SHORE,"02060002150202","02060002150","02060002",2.428571000000000
"1612","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020225",UPPER POTOMAC,"02070009080327","02070009080","02070009",3.361111000000000
"1613","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020844",NOT A STRATEGY SHED,"02070008040226","02070008040","02070008",1.722222000000000
"1614","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080968",PATUXENT,"02060006020029","02060006020","02060006",3.566667000000000
"1615","021403",MIDDLE POTOMAC RIVER,"02140301",Potomac River FR Cnty,"021403010209",UPPER POTOMAC,"02070008010039","02070008010","02070008",0.000000000000000
"1616","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050957",PATUXENT,"02060006010060","02060006010","02060006",3.100000000000000
"1617","021309",PATAPSCO RIVER,"02130901",Back River,"021309011038",PATAPSCO/BACK,"02060003140283","02060003140","02060003",2.404762000000000
"1618","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060963",PATUXENT,"02060006010053","02060006010","02060006",2.250000000000000
"1619","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100424",UPPER EASTERN SHORE,"02060002150201","02060002150","02060002",0.000000000000000
"1620","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100418",UPPER EASTERN SHORE,"02060002150203","02060002150","02060002",2.904762000000000
"1621","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050040",UPPER POTOMAC,"02070002020106","02070002020","02070002",2.125000000000000
"1622","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971081",NOT A STRATEGY SHED,"02060003140285","02060003140","02060003",0.000000000000000
"1623","021305",CHESTER RIVER,"02130502",Miles River,"021305020438",UPPER EASTERN SHORE,"02060002180350","02060002180","02060002",0.000000000000000
"1624","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061017",PATAPSCO/BACK,"02060003150321","02060003150","02060003",1.541667000000000
"1625","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971080",NOT A STRATEGY SHED,"02060003140288","02060003140","02060003",0.000000000000000
"1626","021403",MIDDLE POTOMAC RIVER,"02140301",Potomac River FR Cnty,"021403010210",UPPER POTOMAC,"02070008020051","02070008020","02070008",0.000000000000000
"1627","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971079",NOT A STRATEGY SHED,"02060003140289","02060003140","02060003",0.000000000000000
"1628","021306",ELK RIVER,"02130611",Stillpond-Fairlee,"021306110351",UPPER EASTERN SHORE,"02060002180327","02060002180","02060002",4.000000000000000
"1629","021399",CHESAPEAKE BAY  (PROPER),"02139996",Upper Chesapeake Bay,"021399961078",NOT A STRATEGY SHED,"02060002180329","02060002180","02060002",0.000000000000000
"1630","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060961",PATUXENT,"02060006010056","02060006010","02060006",3.625000000000000
"1631","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050956",PATUXENT,"02060006010061","02060006010","02060006",1.833333000000000
"1632","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020223",UPPER POTOMAC,"02070009080328","02070009080","02070009",3.125000000000000
"1633","021403",MIDDLE POTOMAC RIVER,"02140302",Lower Monocacy River,"021403020222",UPPER POTOMAC,"02070009080308","02070009080","02070009",3.312500000000000
"1634","021410",NORTH BRANCH POTOMAC RIVER,"02141005",Potomac River U N Branch,"021410050039",UPPER POTOMAC,"02070002020105","02070002020","02070002",1.875000000000000
"1635","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971084",NOT A STRATEGY SHED,"02060002180330","02060002180","02060002",0.000000000000000
"1636","021305",CHESTER RIVER,"02130509",Middle Chester River,"021305090414",UPPER EASTERN SHORE,"02060002150205","02060002150","02060002",2.742857000000000
"1637","021309",PATAPSCO RIVER,"02130903",Baltimore Harbor,"021309031007",PATAPSCO/BACK,"02060003180404","02060003180","02060003",0.000000000000000
"1638","021311",PATUXENT RIVER,"02131101",Patuxent River lower,"021311010875",PATUXENT,"02060006040228","02060006040","02060006",0.000000000000000
"1639","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061016",PATAPSCO/BACK,"02060003150325","02060003150","02060003",2.682540000000000
"1640","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100426",UPPER EASTERN SHORE,"02060002110178","02060002110","02060002",4.428571000000000
"1641","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080866",MIDDLE POTOMAC,"02070008030126","02070008030","02070008",2.619792000000000
"1642","021306",ELK RIVER,"02130611",Stillpond-Fairlee,"021306110349",UPPER EASTERN SHORE,"02060002180329","02060002180","02060002",3.040816000000000
"1643","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080966",PATUXENT,"02060006020004","02060006020","02060006",3.439394000000000
"1644","021311",PATUXENT RIVER,"02131108",Brighton Dam,"021311080967",PATUXENT,"02060006020003","02060006020","02060006",2.666667000000000
"1645","021401",LOWER POTOMAC RIVER,"02140108",Zekiah Swamp,"021401080767",LOWER POTOMAC,"02070011100106","02070011100","02070011",3.297619000000000
"1646","021309",PATAPSCO RIVER,"02130906",Patapsco River L N Br,"021309061012",PATAPSCO/BACK,"02060003150328","02060003150","02060003",1.630952000000000
"1647","021306",ELK RIVER,"02130611",Stillpond-Fairlee,"021306110348",UPPER EASTERN SHORE,"02060002180330","02060002180","02060002",0.000000000000000
"1648","021305",CHESTER RIVER,"02130509",Middle Chester River,"021305090411",UPPER EASTERN SHORE,"02060002150226","02060002150","02060002",3.071429000000000
"1649","021311",PATUXENT RIVER,"02131105",Little Patuxent River,"021311050955",PATUXENT,"02060006010062","02060006010","02060006",0.000000000000000
"1650","021402",WASHINGTON METROPOLITAN,"02140202",Potomac River MO Cnty,"021402020853",MIDDLE POTOMAC,"02070008020076","02070008020","02070008",3.250000000000000
"1651","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100425",UPPER EASTERN SHORE,"02060002110177","02060002110","02060002",4.150794000000000
"1652","021301",COASTAL AREA,"02130106",Chincoteague Bay,"021301060679",NOT A STRATEGY SHED,"02060010020059","02060010020","02060010",0.000000000000000
"1653","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100422",UPPER EASTERN SHORE,"02060002110180","02060002110","02060002",3.357143000000000
"1654","021311",PATUXENT RIVER,"02131106",Middle Patuxent River,"021311060962",PATUXENT,"02060006010054","02060006010","02060006",3.333333000000000
"1655","021305",CHESTER RIVER,"02130506",Langford Creek,"021305060409",UPPER EASTERN SHORE,"02060002150212","02060002150","02060002",3.080357000000000
"1656","021301",COASTAL AREA,"02130106",Chincoteague Bay,"021301060677",NOT A STRATEGY SHED,"02060010020062","02060010020","02060010",0.000000000000000
"1657","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100417",UPPER EASTERN SHORE,"02060002110183","02060002110","02060002",0.000000000000000
"1658","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971082",NOT A STRATEGY SHED,"02060003140283","02060003140","02060003",0.000000000000000
"1659","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080859",MIDDLE POTOMAC,"02070008030133","02070008030","02070008",3.020833000000000
"1660","021304",CHOPTANK RIVER,"02130404",Upper Choptank,"021304040495",CHOPTANK,"02060005090130","02060005090","02060005",0.000000000000000
"1661","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080865",MIDDLE POTOMAC,"02070008030127","02070008030","02070008",3.958333000000000
"1662","021311",PATUXENT RIVER,"02131107",Rocky Gorge Dam,"021311070945",PATUXENT,"02060006020005","02060006020","02060006",3.611111000000000
"1663","021309",PATAPSCO RIVER,"02130903",Baltimore Harbor,"021309031008",PATAPSCO/BACK,"02060003180402","02060003180","02060003",2.234127000000000
"1664","021402",WASHINGTON METROPOLITAN,"02140208",Seneca Creek,"021402080861",MIDDLE POTOMAC,"02070008030132","02070008030","02070008",3.958333000000000
"1665","021305",CHESTER RIVER,"02130509",Middle Chester River,"021305090412",UPPER EASTERN SHORE,"02060002150207","02060002150","02060002",3.053571000000000
"1666","021305",CHESTER RIVER,"02130510",Upper Chester River,"021305100419",UPPER EASTERN SHORE,"02060002110182","02060002110","02060002",4.313492000000000
"1667","021399",CHESAPEAKE BAY  (PROPER),"02139997",Middle Chesapeake Bay,"021399971083",NOT A STRATEGY SHED,"02060003180404","02060003180","02060003",0.000000000000000
