Site.No,Site.Name,Street.Address,County,city,state,zip,Type,ObjectId,x,y
157006,Laurel Glen Shopping Center Addition,45315 Alton Lane,St. Mary's,California,MD,20619,Compliance,5009,-76.5063789657095,38.2942499958827
158815,"Deer Crossing, Myrtle Pt rd, Clearbrook Ln","Deer Crossing, Myrtle Pt, Clearbrok",St. Mary's,California,MD,20619,Compliance,5010,-76.5567716998123,38.3018494003285
156854,Wheaton Public Improvements,11219 Grandview Ave,Montgomery,Wheaton,MD,20902,Compliance,5011,-77.0524858717579,39.039683654411
1784,WEBSTER OUTLYING FIELD - NAVAL AIR STATION COMPLEX,"17598 Webster Field Rd, Bldg 8115",St. Mary's,Saint Inigoes,MD,20684,Compliance,5012,-76.4238088808619,38.1500685524454
152782,Harper's Creek Shoreline Stabilization Reach F1,"Harper Creek, 38.301063,-76.405030",St. Mary's,Patuxent River,MD,20670,Compliance,5013,-76.4477043000831,38.2731552997118
99015,Biltrite at Williams Run Inc,1255 PONDS WOOD RD,Calvert,Huntingtown,MD,20639,Compliance,5014,-76.584653031984,38.6282390654499
158334,MD 32 - MD 108 to North of Linden Church Road,"MD 32 - MD 108 to N of Linden Church Rd, 39.222698, -76.969902",Howard,Clarksville,MD,21029,Compliance,5015,-76.9335597995521,39.2079243001376
148275,NAVFAC Washington-Patuxent NAS-Golf Course,Patuxent NAS Golf Course,St. Mary's,Patuxent River,MD,20670,Compliance,5016,-76.4477043000831,38.2731552997118
150036,Williams Gas Pipeline-Transco,St Albert Drive,Montgomery,Brookeville,MD,20833,Compliance,5017,-77.0530823980224,39.1678781515595
154202,APG Solar Development - Bayside,"near Bay Ct, 39.260301, -76.367294",Harford,Aberdeen Proving Ground,MD,21005,Compliance,5018,-76.1509130996871,39.4981678997191
93270,"Campbell, Tim/pier, Pilings And Boatlift",9107 Chesapeake Ave,Baltimore,Millers Island,MD,21219,Compliance,5019,-76.398761028234,39.2294439952488
154203,APG Solar Development - New Chesapeake,"near Shandy Hall Rd, 39.494116 -76.147917",Harford,Aberdeen Proving Ground,MD,21005,Compliance,5020,-76.1483894481864,39.4948427127002
157807,"Unlimbited Tree Service, Inc",538 Jones Road,Anne Arundel,Severn,MD,21144,Compliance,5021,-76.6526649690316,39.1543980075469
158952,Ben Nguyen,1522 S Salisbury Blvd,Wicomico,Salisbury,MD,21802,Compliance,5022,-75.6118159903459,38.3346120024981
149926,BA DEPS-Lower Gunpowder River at Proctor Lane,Betwn Pinedale Dr and Klausmier Rd,Baltimore,Nottingham,MD,21236,Compliance,5023,-76.4827418543533,39.4131885720241
153392,WRAIR Building 511,"503 Robert Grant Ave, 39.004857,-77.054412",Montgomery,Silver Spring,MD,20910,Compliance,5024,-77.0531089683918,39.005497018473
3061,"W. L. Gore & Associates, Inc - Fair Hill",101 Lewisville Rd,Cecil,Elkton,MD,21921,Compliance,5025,-75.8692880232824,39.7071559819832
151621,Mark Burton,6309 Suicide Bridge Road,Dorchester,Hurlock,MD,21643,Compliance,5026,-75.943219008246,38.632744982799
23339,"Wirtz & Daughters, Inc",6275 Days Cove Rd,Baltimore,White Marsh,MD,21162,Compliance,5027,-76.3891210021042,39.3959650021572
69860,Keith and Deborah Theodore,5431 Ross Neck Road,Dorchester,Cambridge,MD,21613,Compliance,5028,-76.2275409591861,38.5604910081884
148559,Heritage Manor Phase 1,Heritage Manor Subdivision East,St. Mary's,Saint Inigoes,MD,20684,Compliance,5029,-76.3887502997258,38.1479510000989
158977,SSO 3500 Parkdale Ave,3500 Parkdale Ave,Baltimore City,Baltimore City,MD,21211,Compliance,5030,-76.6490739941076,39.3306809987627
151558,BGE-Sharon Road,Sharon Road,Harford,Jarrettsville,MD,21047,Compliance,5031,-76.4127350725717,39.6105899183524
158439,Darren Ferrell Horse Track,", Taylor Rd and Waller Rd",Wicomico,Delmar,MD,21875,Compliance,5032,-75.6008299142213,38.448540045861
149044,"Back Creek II, LLC-Dredging",TILGHMAN ROAD,Talbot,Tilghman,MD,21671,Compliance,5033,-76.3390599170212,38.711960044833
141487,WA Engineering and Construction-Garis Shop Road,Garis Shop Rd; MD 65 to Wagaman Rd which becomes Garis Shop Rd,Washington,Hagerstown,MD,21740,Compliance,5034,-77.7238512999271,39.6472571997408
1455,"Teledyne Energy Systems, Inc",10707 Gilroy Rd,Baltimore,Hunt Valley,MD,21031,Compliance,5035,-76.6623210049364,39.4751500146193
64739,MES Poplar Island Landbase Improvements,21548 Chicken Point Rd,Talbot,Tilghman,MD,21671,Compliance,5036,-76.3324829735337,38.7175770100823
159018,Kordell Wilen,640 Wheatley Rd,Cecil,North East,MD,21901,Compliance,5037,-75.932066969271,39.6721850057752
158899,Chicamuxen Creek/fish kill,"6417 Chicamuxen Road, Chicamuxen WMA",Charles,Indian Head,MD,20640,Compliance,5038,-77.2275581817471,38.5327159853244
145375,BGE-Trimble Road,900 block of Trimble Road,Harford,Joppa,MD,21085,Compliance,5039,-76.329693665949,39.4125103591843
128232,City of Frederick WWTP,100 Treatment Plant Road,Frederick,Frederick,MD,21701,Compliance,5040,-77.382464034955,39.4260609798253
20578,"George G. Ruppersberger & Sons, Inc.",2639 Pennsylvania Ave,Baltimore City,Baltimore,MD,21217,Compliance,5041,-76.644406028091,39.3120750175873
23523,University Of Maryland - Chesapeake Biological Laboratory,Farren Avenue,Calvert,Solomons,MD,20688,Compliance,5042,-76.4530194699225,38.3186341614869
151950,Ruesch Residence,7879 Follys Cove Road,Talbot,Saint Michaels,MD,21663,Compliance,5043,-76.2234220075386,38.7675629926084
23568,Trappe WWTP,4110 Hennissee Lane,Talbot,Trappe,MD,21673,Compliance,5044,-76.0655581431356,38.661735086827
136152,Jackie B. Pratt,36260 Notley Manor La,St. Mary's,Chaptico,MD,20621,Compliance,5045,-76.8234810315603,38.3104160050932
32297,Collington Station Recreation,375 Jennings Mill Dr,Prince George's,Bowie,MD,20721,Compliance,5046,-76.7429226662992,38.8994352063328
157221,Habitat for Humainty Home Site,"Brooks Lane, Brooks Lane",Talbot,Saint Michaels,MD,21663,Compliance,5047,-76.2290331695692,38.7894640472155
153759,Shiphead Farm Shallow Water Area #3,27389 St. Michaels Rd.,Talbot,Easton,MD,21601,Compliance,5048,-76.125821031981,38.776895990021
158976,345 Ridge Road,345 Ridge Road,Anne Arundel,Pasadena,MD,21122,Compliance,5049,-76.5403079881393,39.1134309947455
139400,BGE-Shannon and Edgewood Roads,Shannon and Edgewood Roads,Harford,Bel Air,MD,21014,Compliance,5050,-76.3102899569973,39.4463000488102
155303,CL2435130R MD 31 at Tahoma Farm Road to Medford Road,New Windsor Rd,Carroll,Westminster,MD,21158,Compliance,5051,-77.0194907352026,39.5689391786688
151216,Ferndale Church,Kings Run Rd,Garrett,Oakland,MD,21550,Compliance,5052,-79.3623210737308,39.4432390549835
158518,Sherry Ernest,12701 Richland Lane,Talbot,Cordova,MD,21625,Compliance,5053,-76.0385199894524,38.8980209867657
158748,695 Beltway - Key Bridge/ PAF 18-2066,695 Beltwat @ Key Bridge,Baltimore,Dundalk,MD,21222,Compliance,5054,-76.5223149997981,39.2621200002504
153379,Jim Lumpkins,44737 Lighthouse Rd,St. Mary's,Piney Point,MD,20674,Compliance,5055,-76.5278219698321,38.1368319868416
9720,Reliable Contracting Company - White Plains,10315 Theodore Green Boulevard,Charles,White Plains,MD,20695,Compliance,5056,-76.9464279602829,38.5944900190008
156290,CL DPW-Brilhart Mill Rd,Brilhart Mill Rd,Carroll,Hampstead,MD,21074,Compliance,5057,-76.8851778552796,39.6072969326876
10481,MD State Hwy Admin - Fairland Depot,12020 Plum Orchard Rd,Montgomery,Silver Spring,MD,20904,Compliance,5058,-76.9553860357546,39.0496479808448
157185,Mortelli Auto,23310 Three Notch Rd.,St. Mary's,Lexington Park,MD,20653,Compliance,5059,-76.5288947810635,38.3077209894658
152189,John Plum FHO,23771 Plum ln,St. Mary's,Chaptico,MD,20621,Compliance,5060,-76.7927600151809,38.3215459987368
66738,Lenox Buchanan Jr.,962 Melvin Road,Anne Arundel,Annapolis,MD,21403,Compliance,5061,-76.5267550371758,38.948067989688
64686,SHA Bridge 1506300,MD 586 over Rock Creek,Montgomery,Rockville,MD,20851,Compliance,5062,-77.1240800071893,39.0772371948472
142550,BGE-Governor Court,behind 1900 Governor Court,Harford,Abingdon,MD,21009,Compliance,5063,-76.2921532319224,39.4486574604075
158588,7800 Leymar Road @ Margate Drive,7800 Leymar Road,Anne Arundel,Glen Burnie,MD,21060,Compliance,5064,-76.5915479871669,39.1664109930597
153826,Hancock-Kirk Woods Park,Kirk Woods Park,Washington,Hancock,MD,21750,Compliance,5065,-78.198669999899,39.7093699997269
156879,"Silver Bullet Farm, LLC",3590 Sheephouse Road,Worcester,Pocomoke City,MD,21851,Compliance,5066,-75.4985489765449,38.0447583844886
158515,Bill Brady,13617 Brice Hollow Road,Allegany,Cumberland,MD,21502,Compliance,5067,-78.6849619997477,39.6119950198534
131730,Lee Real Estate Advisors/Aberdeen Technology Campus,Intersect of Aldino Stepney Rd Churchville Rd,Harford,Aberdeen,MD,,Compliance,5068,-76.1973800594544,39.5408188620096
1626,Woodside Elementary School,160 Funke Rd,Anne Arundel,Glen Burnie,MD,21061,Compliance,5069,-76.6146510267306,39.1408000045212
143848,"US Army Garrison, APG (IMAP-ZA)","Bel Air Street, Bldg 5100 Sidewalk,Intersection of Bel Air Street and Magazine Road",Harford,Aberdeen Proving Ground,MD,21010,Compliance,5070,-76.2907570002392,39.3999031001006
144584,C-Field Communications Bridge test site,39.376837 -76.273184,Harford,Gunpowder,MD,21010,Compliance,5071,-76.2907570002392,39.3999031001006
158874,Kilby Family Lodge,120 Kilby Point Road,Queen Anne's,Queenstown,MD,21658,Compliance,5072,-76.203914971668,38.856101999637
10820,Egide USA Inc,4 Washington St,Dorchester,Cambridge,MD,21613,Compliance,5073,-76.062640005461,38.5583899999451
23283,Harris Baltimore Realty LLC,8224 Bletzer Rd,Baltimore,Dundalk,MD,21222,Compliance,5074,-76.4680630232847,39.2800320074317
82481,"Us Army, Apg/aa5 Range/bldg Structures",AA5 RANGE ABERDEEN TEST CENTER,Harford,Aberdeen Proving Ground,MD,21005,Compliance,5075,-76.1184800003775,39.4748100002364
158749,6023 & 6025 Loreley Beach Road,6023 & 6025 Loreley Beach Road,Baltimore,White Marsh,MD,21162,Compliance,5076,-76.3960919790146,39.3833439936862
158848,Potomac Valley Revival Center,19025 McMullen Highway,Allegany,Rawlings,MD,21557,Compliance,5077,-78.885304992166,39.5341250021273
29206,St. Mary's College of Maryland,18952 E Fisher Rd,St. Mary's,Saint Marys City,MD,20686,Compliance,5078,-76.4239203186695,38.1878658881008
156463,ECS Partnership Ltd. Timber Harvest,"northwest side of McMullen Highway, between link Drive and Arnell Avenue",Allegany,Cumberland,MD,21502,Compliance,5079,-78.769894999644,39.6548249999457
158589,Mouth of Cox Creek adjacent to Waterview Drive,Mouth of Cox Creek adjacent to Waterview Dr,Anne Arundel,Curtis Bay,MD,21226,Compliance,5080,-76.5249500001732,39.1701999999978
144747,ADA Playground Cunningham Falls State Park,39.588266 -77.435485,Frederick,Thurmont,MD,21788,Compliance,5081,-77.410640000167,39.622094999784
154958,Replace CSX Sewer Line at Red Toad Rd.,Red Toad Road,Cecil,North East,MD,21901,Compliance,5082,-75.9768676961201,39.6084775016483
158590,Dulaney Property Fill Site,"Klees Mill Road, just north of Terrapin Dr.",Carroll,Sykesville,MD,21784,Compliance,5083,-76.991891590811,39.4446096972511
147573,Boonsboro AC&T,725 N Main St,Washington,Boonsboro,MD,21713,Compliance,5084,-77.6592322898262,39.5188012924062
151748,CL Bureau of Resource Mgmt-Hawk Ridge Farm-Bay Trust Fund Project,adjacent to 7226 Caracara Ct,Carroll,Sykesville,MD,21784,Compliance,5085,-76.9804330062369,39.3753020186221
140813,Deep Cove West,1157 Deep Cove Rd,Anne Arundel,Churchton,MD,20733,Compliance,5086,-76.5225239596112,38.8121615919678
81640,"Kasap, Matt/pier And Boatlift",4800 Westward View Rd,Anne Arundel,Shady Side,MD,20764,Compliance,5087,-76.5270850323972,38.8467729831591
158548,8375 Back Woods Rd.,8375 Bushwood Rd.,Anne Arundel,Arnold,MD,21012,Compliance,5088,-76.5000150001995,39.0520249996778
151858,Chili's Site Plan - Grading plan for future restaurant site,245 Railway Lane,Washington,Hagerstown,MD,21740,Compliance,5089,-77.769565798473,39.62981660875
155821,Manor Oaks NV Homes,19101 Georgia Avenue,Montgomery,Brookeville,MD,20833,Compliance,5090,-77.055328999208,39.1705649808019
31261,Lassonde Pappas,6320 Oakleaf Avenue,Baltimore City,Baltimore,MD,21215,Compliance,5091,-76.7045360417328,39.3526580138093
156837,"Bozzuto Development Co-Waugh Chapel Towne Center II, Parcel A","2500 block Evergreen Rd, South side of Evergreen Rd, 39 01' 45""N 76 41' 45""W",Anne Arundel,Gambrills,MD,21054,Compliance,5092,-76.6780201002839,39.0371010998682
128922,UMCES-Horn Point,2020 Horns Point Rd,Dorchester,Cambridge,MD,21613,Compliance,5093,-76.1356745930437,38.5834720711551
157036,Ethel Ressler FHO,27098 Mary Valinda Lane,St. Mary's,Mechanicsville,MD,20659,Compliance,5094,-76.706002036581,38.4123000074488
157348,Trotter Point LLC-Trotter Point Court Sediment Removal,Trotter Point Ct and Trotter Rd,Howard,Clarksville,MD,21029,Compliance,5095,-76.9188198992138,39.2129200369412
158809,Ultra Solar and Wind,"13643 Backbone Rd, 13643 Backbone Rd",Somerset,Princess Anne,MD,21853,Compliance,5096,-75.6467280041568,38.2528095684922
159001,250 Rugby Road,250 Rugby Road,Anne Arundel,Arnold,MD,21012,Compliance,5097,-76.5336939954346,39.0445610037344
127704,David Knox,45958 Shanty Point Lane,St. Mary's,Piney Point,MD,20674,Compliance,5098,-76.4862649965919,38.1257400044581
10082,North Harford High School,211 Pylesville Rd,Harford,Pylesville,MD,21132,Compliance,5099,-76.4006529916134,39.6758170101535
156433,MD SHA-Bridge No 0606700-MD 27,"MD 27 over Little Pipe Creek, approx 350 ft north of 541 Ridge Rd",Carroll,Westminster,MD,21157,Compliance,5100,-77.0068009646158,39.5584320182265
157942,CL DPW-Toggenburg Drive,3302 Toggenburg Dr and 3303 Toggenburg Dr,Carroll,Westminster,MD,21048,Compliance,5101,-76.9132689835961,39.4906409876816
157944,Tangent Energy Solutions - Preston Solar Array,", 4439 Bethlehem Rd",Caroline,Preston,MD,21655,Compliance,5102,-75.9583869836649,38.7290919844346
158664,Frank Jenkins,21120 Dover Bridge Rd,Caroline,Preston,MD,21655,Compliance,5103,-75.9752200241922,38.7509040019868
158750,Hinton Avenue & 6th Street - PAF# 18-2089,Intersection of Hinton Avenue & 6th Street,Baltimore,Sparrows Point,MD,21219,Compliance,5104,-76.4040998821558,39.233880033067
158547,PAF 18-2088,Old Man Creek Near 305 W. Haven Drive,Anne Arundel,Severna Park,MD,21146,Compliance,5105,-76.5338089950623,39.0947240124278
29203,Chopticon High School,25390 Colton Point Road,St. Mary's,Morganza,MD,20660,Compliance,5106,-76.7060830053308,38.3600629809581
19342,C & D Concrete - Queenstown,220 Joseph Boyles Rd,Queen Anne's,Queenstown,MD,21658,Compliance,5107,-76.1368539633324,39.0027079820736
147835,Urbana Investment Properties II LLC-Tabler Run,NE of Urbana Pike (MD 355) and south of Ball Rd,Frederick,Urbana,MD,21704,Compliance,5108,-77.3865299285086,39.3627300436239
158894,SSO reported at 1000 Frankfurst Avenue,1000 Frankfurst Ave,Anne Arundel,Curtis Bay,MD,21226,Compliance,5109,-76.593852004174,39.2425760067922
21315,City of Greenbelt-Greenbelt Lake,555 Crescent Rd,Prince George's,Greenbelt,MD,20770,Compliance,5110,-76.8922097038303,39.004970299884
3947,Perdue Farms Inc - Showell,10048 Pitts Road,Worcester,Showell,MD,21862-0158,Compliance,5111,-75.2148400036153,38.3973600195967
157658,TM 24 P 92 & 234 Demolition Grading Plan,806-810 Solomons Island Road,Calvert,Prince Frederick,MD,20678,Compliance,5112,-76.5972350244997,38.5557830184851
28845,New Carrollton Public Works,6318 Westbrook Dr.,Prince George's,New Carrollton,MD,20784,Compliance,5113,-76.8835597469078,38.9657609720533
155100,Nestle Waters North America Home and Office Distribution,9921 Business Pkwy,Prince George's,Lanham,MD,20706,Compliance,5114,-76.8329968090082,38.9606260880741
138355,John Schedel,649 Lakeland Rd S,Anne Arundel,Severna Park,MD,21146,Compliance,5115,-76.5983939895567,39.0782689953516
145613,2066 Kurtz Ave.,2066 Kurtz Avenue,Anne Arundel,Pasadena,MD,21122,Compliance,5116,-76.4615470152179,39.1483670188678
153148,Nam Nguyen,40508 Waterview*,St. Mary's,Mechanicsville,MD,20659,Compliance,5117,-76.6742150101152,38.4933419889779
23157,Capitol Cake Company,1304 Laurens St,Baltimore City,Baltimore,MD,21217,Compliance,5118,-76.6391701166092,39.3034248507106
93189,"Dunlap, John M/pier And Boatlift",40514 Waterview Dr,St. Mary's,Mechanicsville,MD,20659,Compliance,5119,-76.6740440184958,38.4930880176739
158746,2505 West Lexington St,2505 West Lexington St,Baltimore City,Baltimore City,MD,21223,Compliance,5120,-76.656982990041,39.2900360188652
149868,Andrews Federal Campus,Ames St,Prince George's,Suitland,MD,20746,Compliance,5121,-76.8883597329317,38.8282200596837
151517,Town of Middletown-Remsberg Park,"Remsberg Park, Holter Rd",Frederick,Middletown,MD,21769,Compliance,5122,-77.524698622871,39.4243609475833
153624,Francesca Riddy-O'Dowd,5021 Rippling Rd,Dorchester,Cambridge,MD,21613,Compliance,5123,-76.1473729999509,38.5300450018078
138292,Town of Middletown-Walnut Street,Walnut Street/Bidle Road,Frederick,Middletown,MD,21769,Compliance,5124,-77.5519365699582,39.4430591357313
80079,Town Of Middletown-Wiles Branch Park,31 West Main Street,Frederick,Middletown,MD,21769,Compliance,5125,-77.5466690386767,39.4440420063851
158744,11 W Friendship Road,"La Bella Italia, 11 W Friendship Road",Anne Arundel,Friendship,MD,20758,Compliance,5126,-76.5912230000533,38.7366160001511
23330,Curtis Creek Processing Facility & Transfer Station,23 Stahl Point Rd,Anne Arundel,Curtis Bay,MD,21226,Compliance,5127,-76.5854166655526,39.2055057112335
158896,Lynch Cove/PAF 18-2126,7900 Block through 8200 Block of Shore Road,Baltimore,Dundalk,MD,21222,Compliance,5128,-76.4925545708167,39.258147348817
150347,Building 406 Water Intrusion,Building 406,St. Mary's,Patuxent River,MD,20670,Compliance,5129,-76.4477043000831,38.2731552997118
152117,Charles Woodward,"Lot 1, Wrights Wharf Rd",Dorchester,Hurlock,MD,21643,Compliance,5130,-75.9223155143168,38.6677895918338
153483,MD SHA-Project No PG070A21-Site 5,ramp from 495 EB to MD 5 S,Prince George's,Camp Springs,MD,20748,Compliance,5131,-76.9222420025426,38.8229001585386
146718,Veterans Drive Extension at Navy Way,39.446722 -77.423859,Frederick,Frederick,MD,21702,Compliance,5132,-77.4381889997011,39.4264464000783
157948,Calvert Regional Park,", Brick Meeting House Rd.",Cecil,Rising Sun,MD,21911,Compliance,5133,-75.9820585184629,39.7006421635246
158850,2543 Mountain Road,"Chesapeake Car Care Inc, 2543 Mountain Road",Anne Arundel,Pasadena,MD,21122,Compliance,5134,-76.5442140004369,39.127994999943
154898,SMITH FIELD PARK WATER & SEWER,20741 HERMANVILLE RD,St. Mary's,Lexington Park,MD,20650,Compliance,5135,-76.4358579909543,38.2374190158731
22174,Havre De Grace WWTP,1 Jerry Foster Way,Harford,Havre De Grace,MD,21078,Compliance,5136,-76.0916199996832,39.5460749996746
33293,E. Gregory Howard,13804 Mack Rd,Baltimore,Riesterstown,MD,21136,Compliance,5137,-76.862903971503,39.503202987592
158897,Alleged dumping from moored boat/PAF 18-2115,Across from 981 Seneca Park Road,Baltimore,Middle River,MD,21220,Compliance,5138,-76.3733350279906,39.3236829895075
153760,Many Blessings Farm LLC Waterfowl Impoundment,27929 Villa Rd,Talbot,Easton,MD,21601,Compliance,5139,-76.1060439733158,38.8007369577275
158851,8253 & 8257 Baltimore Annapolis Blvd,"Louis Powell, 8253 & 8257 Baltimore Annapolis Blvd",Anne Arundel,Pasadena,MD,21122,Compliance,5140,-76.5648470152274,39.1165460034339
158552,Charm City Meadworks,"407 E Preston St, Ste B",Baltimore City,Baltimore,MD,21202,Compliance,5141,-76.6107999607856,39.3045039797651
64025,Rossville Coal Ash Structural Fill Site,9201 Yellow Brick Rd,Baltimore,Rosedale,MD,21237,Compliance,5142,-76.4659769761931,39.3473664694021
159366,Cynthia Rickman,NW side of Forest Landing Road,Talbot,Easton,MD,21601,Compliance,5143,-76.090476448818,38.8563446457641
148603,James R Johnston,"Jane Low Rd, Lot 1",Talbot,Wittman,MD,21676,Compliance,5144,-76.2908621004325,38.789134999759
158895,Concrete discharge to Jones Falls between Ruxton Rd and I-83,Bridge located on Falls Rd between Ruxton Rd and I-83,Baltimore,Brooklandville,MD,21022,Compliance,5145,-76.6627099260471,39.4009200479268
149854,Transco-Williams Gas Pipeline0Hollow Crest Drive,north of Hollow Crest Drive,Montgomery,Brookeville,MD,20833,Compliance,5146,-77.0615037319085,39.1614724258017
152240,MDTA-Centreville Line Track Erosion Repairs,"near Ruthsburg Rd, 39.036680,-76.055002",Queen Anne's,Centreville,MD,21617,Compliance,5147,-75.9121587853204,39.0260003038266
140330,BGE-Red Lion Road,adjacent to 11308 Red Lion Road,Baltimore,White Marsh,MD,21162,Compliance,5148,-76.4151720402408,39.3942040065136
31664,Vane Brothers,2100 Frankfurst Ave,Baltimore City,Curtis Bay,MD,21226,Compliance,5149,-76.5721280393699,39.2425449935684
136625,Maryland Transportation Authority-Chestertown,NW of intersect of Morgnec Rd (MD291) and Washington Ave (MD 213),Kent,Chestertown,MD,21620,Compliance,5150,-76.066560000036,39.2155549999186
151012,Roman Coale,3810 West Haven Court,Dorchester,East New Market,MD,21631,Compliance,5151,-75.9499429709112,38.6300279895328
155785,Nellie Katherine B. Kurzman Trustee FHO,14560 Flora Corner Road,St. Mary's,Mechanicsville,MD,20659,Compliance,5152,-76.7184042771065,38.4487974694472
158186,Roman and Christine Coale Lot 10,", 3817 West Haven Ct",Dorchester,East New Market,MD,21631,Compliance,5153,-75.9472679703531,38.627991018969
154098,Runway 10 Retaining Wall repairs,"Runway 10, 39.174875,-76.693174",Anne Arundel,BWI Airport,MD,21240,Compliance,5154,-76.6711585004458,39.1896283997643
139712,BGE-White Marsh,"Behind 8481 Cordon Way, West from I 95 and White Marsh Blvd on left side of White March Blvd",Baltimore,Baltimore,MD,21236,Compliance,5155,-76.4484499565661,39.3791200590546
148536,TA DPW-Old Orchard Road,"Old Orchard Rd, 2. mi from Windy Hill Rd",Talbot,Easton,MD,21601,Compliance,5156,-76.0702249997328,38.7715099999107
158817,William Sandy,1830 Budds Ferry Rd,Charles,Indian Head,MD,20640,Compliance,5157,-77.2550140125116,38.5220510135414
78839,Martha Rosalind Stainton,"20686 Wilkins Ave, (Formerly known as 20678 Wilkins Ave)",Kent,Rock Hall,MD,21661,Compliance,5158,-76.2560879609497,39.1396490015071
154147,CRCF and BMF Pavement rehabilitation,"near Valley Rd, 39.177336, -76.704267",Anne Arundel,Hanover,MD,21076,Compliance,5159,-76.725418499813,39.1499456003148
135455,Timothy Beckwith-Lot 4,"Lot 4 Breton Beach Road, Brown Minor Subdivision",St. Mary's,Leonardtown,MD,20650,Compliance,5160,-76.638434600309,38.309116299811
127123,BGE-Mt Washington Substation,6100 block of Falls Rd,Baltimore City,Mount Washington,MD,21209,Compliance,5161,-76.6514060304666,39.3794023690017
158853,Stemmers Run Boat Ramp PAF 18-4086,Stemmers Run Boat Ramp,Cecil,Earleville,MD,21919,Compliance,5162,-75.9520317659492,39.4176004800691
150037,Williams Gas Pipeline-Transco-Owens Road,Owens Road,Montgomery,Brookeville,MD,20833,Compliance,5163,-77.0555149819128,39.1637766113393
90267,Penguin Random House Inc.,Bennett Cerf Dr & RT 27,Carroll,Westminster,MD,21157,Compliance,5164,-76.9754299317885,39.5865700251609
23221,Gray & Son - Texas Quarry Shop,440 W Padonia Rd,Baltimore,Timonium,MD,21093,Compliance,5165,-76.6437155263698,39.455529732241
158740,"Columbia Gas Transmission, LLC/PL-MA Charles Street","S Charles Street, between Engle Rd and Baldwin Mill Rd Intersections, 39.464548, -76.476404",Harford,Fallston,MD,21047,Compliance,5166,-76.3908600003571,39.495204999734
153559,Delmarva Power and Light Co-Bozman Distribution Circuit,6556 Bozman Neavitt Rd,Talbot,Bozman,MD,21612,Compliance,5167,-76.2915226029148,38.731881648526
137719,Toll MD VII LP-Miklasz Property,"Miklasz Property, Disney Road",Anne Arundel,Severn,MD,21144,Compliance,5168,-76.725383231955,39.1275877092799
83228,Tracy Welsh,1212 Hillcreek Rd,Anne Arundel,Pasadena,MD,21122,Compliance,5169,-76.5224619938229,39.1410149999706
142375,"Mann Childs, LLC",3300-3305 Childs St,Baltimore City,Baltimore City,MD,21226,Compliance,5170,-76.5874609706278,39.2387800100403
154539,James Robey,21235 Whites Neck Rd,St. Mary's,Bushwood,MD,20618,Compliance,5171,-76.7919619743404,38.2513079973431
159456,Pumphrey Electric Sub-Station,4547 North Old Annapolis Road,Anne Arundel,Linthicum Heights,MD,21090,Compliance,5172,-76.6358099673906,39.2275120083211
159647,Sullivan's Garage & Towing - PAF 18-2213,7308 - 7320 Golden Ring Road,Baltimore,Essex,MD,21221,Compliance,5173,-76.4755140320352,39.3301880171661
136601,HO DPW-Junction Industrial Park,"Junction Drive, From MD 32, exit Dorsey Run Rd South, turn right on Junction Dr",Howard,Annapolis Junction,MD,20701,Compliance,5174,-76.7754383998352,39.1234810998614
153374,BGE-Towson 4,175' east of intersect of Towsontown Blvd and GMBC Ave,Baltimore,Towson,MD,21204,Compliance,5175,-76.6081199000175,39.4044720002748
156181,"Site C Grubbing, Tree removal and Fence Install","near WAYZ=FM Hagerstown, 39.6957888, -77.512978",Washington,Highland-Cascade,MD,21719,Compliance,5176,-77.4787806999307,39.7156916003142
159471,Michael Dunn,12810 Spring Cove Dr.,Calvert,Lusby,MD,20657,Compliance,5177,-76.4707729763922,38.3532500029442
150381,CH PGM-Charles County Plaza,behind 3301 Plaza Way,Charles,Waldorf,MD,20603,Compliance,5178,-76.9174735608598,38.6221489143195
154039,Boordy Vineyards Inc,12820 Long Green Pike,Baltimore,Hydes,MD,21082,Compliance,5179,-76.4835660235922,39.476199010405
159472,Gianni Nucci,6137 4th St.,Calvert,Chesapeake Beach,MD,20732,Compliance,5180,-76.5328780170345,38.6634339802702
159626,Alexander Levengood,114 Grandview Ave,Cecil,North East,MD,21901,Compliance,5181,-75.9529389979108,39.5763669861615
158960,Rocklick Creek Estates Haenftling Road Access Plan,end of Haenftling Road,Garrett,Accident,MD,21520,Compliance,5182,-79.3495738477968,39.5916301609241
141199,Wildewood Residential LLC-Airport Road,Intersection of Airport Road and MD 235 Three Notch Road,St. Mary's,California,MD,20619,Compliance,5183,-76.5350499358807,38.3126400586421
154172,"MNCPPC-Quince Orchard Park, Bridge No B46-01",Suffolk Terrace,Montgomery,Germantown,MD,20874,Compliance,5184,-77.2515901260269,39.1313513401398
21870,Flintstone WWTP,"22810 Gilpin Rd, NE",Allegany,Flintstone,MD,21530,Compliance,5185,-78.5484199594304,39.6944369885201
146695,Maryland Route 235 Road Improvements at Wildewood - Phase 3,"38.310825 -76.532841, MD 235 Intersection Mervell Dean Rd.",St. Mary's,California,MD,20619,Compliance,5186,-76.5567716998123,38.3018494003285
154775,North Point Main Parking Lot Permeable Pavement,"Bayshore Rd, 39.208611, -76.424866",Baltimore,Edgemere,MD,21219,Compliance,5187,-76.4270248235278,39.216983189532
159464,Md Rt 235 and Airport Rd Waterline,Md rt 235 intersection with Airport Rd,St. Mary's,California,MD,20619,Compliance,5188,-76.5439955086002,38.3134276198998
