"","Site.No","Site.Name","Street.Address","City..State.Zip","County","Inspection.Type","Inspection.Date","Permit.No","NPDES.No","Complaint.Tracking.No","Inspection.Reason","Site.Status","Site.Condition","Recommended.Actions","Compliance.Assist.","Latitude","Longitude"
"258",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Waterway Construction","01/09/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"259",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","NPDES Construction Activity","01/09/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"260",161051,"USAMRIID Connector Roads","approximately 39.439, -77.4222",NA,"Not Yet Determined","Sediment_Erosion","01/23/2019","18SF0148",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"261",154668,"Cecil Co DPW/Mill Run Service Area","600 West Pulaski Hwy (US Rte 40), 39.607779, -75.880769, Along US Rte 40, Nottingham Rd, MD Rte 7, and Hollis Circle","Elkton,MD,21921","Cecil","Sediment_Erosion","02/01/2019",NA,"MDRCH03P5",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"262",154668,"Cecil Co DPW/Mill Run Service Area","600 West Pulaski Hwy (US Rte 40), 39.607779, -75.880769, Along US Rte 40, Nottingham Rd, MD Rte 7, and Hollis Circle","Elkton,MD,21921","Cecil","NPDES Construction Activity","02/01/2019",NA,"MDRCH03P5",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"263",154668,"Cecil Co DPW/Mill Run Service Area","600 West Pulaski Hwy (US Rte 40), 39.607779, -75.880769, Along US Rte 40, Nottingham Rd, MD Rte 7, and Hollis Circle","Elkton,MD,21921","Cecil","Nontidal Wetlands","02/01/2019",NA,"MDRCH03P5",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"264",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","02/05/2019","17-NT-3115","MDRCP",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"265",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","NPDES Construction Activity","02/05/2019","17-NT-3115","MDRCP",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"266",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","Waterway Construction","02/05/2019","17-NT-3115","MDRCP",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"267",159511,"SMECO-Point Lookout State Park","Point Lookout Rd from Camp Brown Rd to the Causeway on Point Lookout State Park, 38.081465, -76.358263","Scotland,MD,20687","St. Mary's","Nontidal Wetlands","02/06/2019","17-NT-0484",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"268",157620,"NPS-C and O Canal NHP-Paw Paw Slope Stabilization","Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269","Oldtown,MD,21555","Allegany","Waterway Construction","02/06/2019","17-NT-3192",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"269",157620,"NPS-C and O Canal NHP-Paw Paw Slope Stabilization","Chesapeake and Ohio Towpath, approximately 1.1 miles north of Paw Paw Tunnel Parking Lot, 39.560065, -78.461269","Oldtown,MD,21555","Allegany","Nontidal Wetlands","02/06/2019","17-NT-3192",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"270",152512,"Demolition Plan for M.E.L.P.","situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek","Hagerstown,MD,21740","Washington","Sediment_Erosion","02/28/2019","15-WA-0145","MDRCV02DR",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"271",152512,"Demolition Plan for M.E.L.P.","situated along the SE intersection of Mt. Aetna Rd and Eastern Blvd, and adjacent to the Antietam Creek","Hagerstown,MD,21740","Washington","NPDES Construction Activity","02/28/2019","15-WA-0145","MDRCV02DR",NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"272",142034,"East Campus Visitor Control Point - M","Applewood and Parks Golf Courses at Fort George G Meade,, off of Rockenbach Rd, 39.1113708 -76.7538287","Fort George G. Meade,MD,20755","Anne Arundel","State_federal SWM","03/05/2019","14-SF-0063",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"273",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","NPDES Construction Activity","03/06/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"274",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","Sediment_Erosion","03/06/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"275",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","Nontidal Wetlands","03/06/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"276",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","Waterway Construction","03/06/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"277",140776,"Robert Allen","Mycroft Street, From Conan Doyle Way, turn left onto Mycroft Street. The site is to the south of the cul-de-sac dead, end of Mycroft Street","Eldersburg,MD,21784","Carroll","Nontidal Wetlands","03/06/2019","15-NT-3104",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"278",163840,"Columbas Gas of Maryland - Frederickj Street Gas Line, Phase 3","Frederidk and Bedford Street, Between Lowell Avenue and Schlund Avenue, and all conector streets in between","Cumberland,MD,21502","Allegany","Sediment_Erosion","03/07/2019","19-AL-0039","MDRCA046D",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"279",163840,"Columbas Gas of Maryland - Frederickj Street Gas Line, Phase 3","Frederidk and Bedford Street, Between Lowell Avenue and Schlund Avenue, and all conector streets in between","Cumberland,MD,21502","Allegany","NPDES Construction Activity","03/07/2019","19-AL-0039","MDRCA046D",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"280",139866,"BGE-Westport to Wilkens","Gwynns Falls north of Washington Blvd, south of Wilkens Ave, West on WIlkens, left on S.Dukeland, left on Wilmarco Av,. Site is on left of the Trail 100 yds past, railway bridge","Baltimore,MD,21201","Baltimore City","Waterway Construction","03/11/2019","13-NT-0095","MDRCD01V1",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"281",139866,"BGE-Westport to Wilkens","Gwynns Falls north of Washington Blvd, south of Wilkens Ave, West on WIlkens, left on S.Dukeland, left on Wilmarco Av,. Site is on left of the Trail 100 yds past, railway bridge","Baltimore,MD,21201","Baltimore City","NPDES Construction Activity","03/11/2019","13-NT-0095","MDRCD01V1",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"282",136978,"SM DPWT-Mechanicsville Road Culvert under Bridge No SM0035P","Bridge SM-0035P Mechanicsville Road, over Coffee Hill Run - MD238 to MD234, go nw on MD234, right on Mechanicsville, crossing is 1500 feet on road","Mechanicsville,MD,20659","St. Mary's","Waterway Construction","03/13/2019","18-NT-0108",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"283",163544,"John Snyder","Intersection Blackhaw Trail and unnamed road to Big Pipe Creek, adj to Reinhart Rd, 39.673067, -76.984849","Westminster,MD,21158","Carroll","Waterway Construction","03/19/2019","18-NT-3365",NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"284",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","Sediment_Erosion","03/20/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"285",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","NPDES Construction Activity","03/20/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"286",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","Nontidal Wetlands","03/20/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"287",151835,"BC DPW-Chinquapin Run","Walker Ave betwn Northwood Dr and Chinquapin Pkwy to confluence with Herring Run on Morgan State , property, between Perring Pkwy and Cold Spring Lane","Baltimore City,MD,21202","Baltimore City","Waterway Construction","03/20/2019","16-NT-0104","MDRCD035V",NA,NA,"Active","Noncompliance","Additional Investigation Required,Refer to Others (See Findings)","N",NA,NA
"288",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","Nontidal Wetlands","03/21/2019","17-NT-3115","MDRCP036N",NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","Y",NA,NA
"289",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","Waterway Construction","03/21/2019","17-NT-3115","MDRCP036N",NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","Y",NA,NA
"290",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","NPDES Construction Activity","03/21/2019","17-NT-3115","MDRCP036N",NA,NA,"Active","Compliance Assistance Rendered","Continue Routine Inspection","Y",NA,NA
"291",156686,"Great Seneca Highway-Lakelands and Orchard Ridge TMDL RGP","Various locations on Great Seneca Hwy, Lakelands: 327 Tannery Dr, Orchard Ridge: 973 Orchard Ridge Dr","Gaithersburg,MD,20878","Montgomery","NPDES Construction Activity","03/25/2019",NA,"MDRCP036N",NA,NA,"Active - No work today","Compliance Assistance Rendered","Continue Routine Inspection","Y",NA,NA
"292",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","03/26/2019","15-SF-0289","MDRCQF03E",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"293",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","03/26/2019","15-SF-0289","MDRCQF03E",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"294",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Waterway Construction","04/01/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"295",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","NPDES Construction Activity","04/01/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"296",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Nontidal Wetlands","04/01/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"297",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Sediment_Erosion","04/01/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","Y",NA,NA
"298",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","04/12/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"299",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","04/12/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"300",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","04/16/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"301",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","04/16/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"302",157487,"Dominion Transmission Inc-TL 522/532 Canopy Trimming-Garrity Rd to Sollers Wharf Rd","Linear project in CA county, TL 522/532 gas transmission corridor from Garrity Road to Sollers Wharf Road","Lusby,MD,20657","Calvert","NPDES Construction Activity","04/16/2019","17-NT-0511,19-CA-0042","MDRCY03WV","19-2449",NA,"Active - No work today","Noncompliance","Close File,Continue Routine Inspection","N",NA,NA
"303",157487,"Dominion Transmission Inc-TL 522/532 Canopy Trimming-Garrity Rd to Sollers Wharf Rd","Linear project in CA county, TL 522/532 gas transmission corridor from Garrity Road to Sollers Wharf Road","Lusby,MD,20657","Calvert","Sediment_Erosion","04/16/2019","17-NT-0511,19-CA-0042","MDRCY03WV","19-2449",NA,"Active - No work today","Noncompliance","Close File,Continue Routine Inspection","N",NA,NA
"304",157487,"Dominion Transmission Inc-TL 522/532 Canopy Trimming-Garrity Rd to Sollers Wharf Rd","Linear project in CA county, TL 522/532 gas transmission corridor from Garrity Road to Sollers Wharf Road","Lusby,MD,20657","Calvert","Nontidal Wetlands","04/16/2019","17-NT-0511,19-CA-0042","MDRCY03WV","19-2449",NA,"Active - No work today","Noncompliance","Close File,Continue Routine Inspection","N",NA,NA
"305",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","04/18/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"306",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","04/18/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"307",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","04/22/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"308",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","04/22/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"309",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Waterway Construction","04/24/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"310",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","State_federal SWM","04/24/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"311",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","Nontidal Wetlands","04/24/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"312",136911,"MD DNR-C and O Canal NHP-Western Maryland Rail Trail","Along Western Maryland Rail Trail approximately 4000 feet east of Little Orleans and also, approximately 11000 feet west of the Pearre parking lot","Hancock,MD,21750","Washington","NPDES Construction Activity","04/24/2019","12-SF-0198,17-NT-3188","MDRCYS081",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"313",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","04/26/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"314",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","04/26/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"315",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","04/30/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"316",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","04/30/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"317",150623,"St Charles Community LLC-Village of Wooded Glen Neighborhood 2","S side of St. Charles Pkwy, 2 miles S of the intersection of St. Charles Parkway and Bill, 2 miles S of the intersection of St. Charles Pkwy and, Billingsley Rd","Saint Charles,MD,20602","Charles","NPDES Construction Activity","05/01/2019",NA,"MDRCI01WE",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"318",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Waterway Construction","05/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"319",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Sediment_Erosion","05/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"320",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","NPDES Construction Activity","05/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"321",159602,"Columbia Gas Transmission, LLC-PL Line 8000 Exposure Project","Approximately 14 miles of pipeline running north of I-68 in Lavale south to MD/WV border in McCoole, Approximately 39.652151, -78.812116 south to 39.450196, -78.992094","Cresaptown,MD,21502","Allegany","Nontidal Wetlands","05/03/2019","17-NT-3376,19-AL-0053","MDRCA049Y",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"322",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","05/07/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"323",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","05/07/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"324",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","05/08/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"325",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","NPDES Construction Activity","05/08/2019","17-SF-0024","MDRCK02QS",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"326",161051,"USAMRIID Connector Roads","approximately 39.439, -77.4222",NA,"Not Yet Determined","Sediment_Erosion","05/08/2019","18SF0148",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"327",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","05/13/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"328",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","05/13/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"329",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","05/14/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"330",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","05/14/2019","18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"331",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Sediment_Erosion","05/20/2019","17NT0281,18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"332",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","Nontidal Wetlands","05/20/2019","17NT0281,18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"333",140448,"Stewart Properties-Principio Business Park-Regional Distribution Center","North of U.S. Route 40, south of CSX Railroad, east of Belvedere Road, and west of Principio Parkway, Building 'A' at Principio Business Park","North East,MD,21901","Cecil","NPDES Construction Activity","05/20/2019","17NT0281,18CE0151","MDRCH03FC",NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
